Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
1B/OF,Steve Pearce (11057226),Steve Pearce,11057226,1B/OF,4600,BOS@BAL 08/11/2018 07:05PM ET,BOS,7.71
SP,John Lamb (11057942),John Lamb,11057942,P,4600,OAK@LAA 08/11/2018 09:07PM ET,LAA,5.7
2B/SS,Asdrubal Cabrera (11057233),Asdrubal Cabrera,11057233,2B/SS,4600,PHI@SD 08/11/2018 08:40PM ET,PHI,7.61
SP,Robbie Erlin (11057943),Robbie Erlin,11057943,P,4600,PHI@SD 08/11/2018 08:40PM ET,SD,5.98
RP,Mark Leiter Jr. (11057945),Mark Leiter Jr.,11057945,P,4600,PHI@SD 08/11/2018 08:40PM ET,PHI,2.44
SP,A.J. Griffin (11057944),A.J. Griffin,11057944,P,4600,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
SP,Sandy Alcantara (11057946),Sandy Alcantara,11057946,P,4600,NYM@MIA 08/11/2018 07:10PM ET,MIA,12.45
2B,Ozzie Albies (11057242),Ozzie Albies,11057242,2B,4500,MIL@ATL 08/11/2018 07:10PM ET,ATL,9.12
1B/OF,Ryan Braun (11057245),Ryan Braun,11057245,1B/OF,4500,MIL@ATL 08/11/2018 07:10PM ET,MIL,6.70
RP,Alec Asher (11057952),Alec Asher,11057952,P,4500,MIL@ATL 08/11/2018 07:10PM ET,MIL,4.48
RP,Chris Volstad (11057948),Chris Volstad,11057948,P,4500,CLE@CWS 08/11/2018 07:10PM ET,CWS,1.65
2B,Jose Altuve (11057235),Jose Altuve,11057235,2B,4500,SEA@HOU 08/11/2018 07:10PM ET,HOU,8.64
RP,Erasmo Ramirez (11057949),Erasmo Ramirez,11057949,P,4500,SEA@HOU 08/11/2018 07:10PM ET,SEA,1.08
RP,Casey Lawrence (11057951),Casey Lawrence,11057951,P,4500,SEA@HOU 08/11/2018 07:10PM ET,SEA,1.61
OF/SS,Chris Taylor (11057238),Chris Taylor,11057238,SS/OF,4500,LAD@COL 08/11/2018 08:10PM ET,LAD,7.52
SP,Brock Stewart (11057953),Brock Stewart,11057953,P,4500,LAD@COL 08/11/2018 08:10PM ET,LAD,2.59
SP,Yadier Alvarez (11057961),Yadier Alvarez,11057961,P,4500,LAD@COL 08/11/2018 08:10PM ET,LAD,0
RP,Heath Fillmyer (11057958),Heath Fillmyer,11057958,P,4500,STL@KC 08/11/2018 07:15PM ET,KC,8.29
SP,Josh Staumont (11057960),Josh Staumont,11057960,P,4500,STL@KC 08/11/2018 07:15PM ET,KC,0
OF,Starling Marte (11057236),Starling Marte,11057236,OF,4500,PIT@SF 08/11/2018 09:05PM ET,PIT,9.13
OF,Gregory Polanco (11057237),Gregory Polanco,11057237,OF,4500,PIT@SF 08/11/2018 09:05PM ET,PIT,8.35
SP,Joan Gregorio (11057950),Joan Gregorio,11057950,P,4500,PIT@SF 08/11/2018 09:05PM ET,SF,0
RP,Steven Brault (11057957),Steven Brault,11057957,P,4500,PIT@SF 08/11/2018 09:05PM ET,PIT,4.7
OF,Shohei Ohtani (11057240),Shohei Ohtani,11057240,OF,4500,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.55
SP,Grant Holmes (11057959),Grant Holmes,11057959,P,4500,OAK@LAA 08/11/2018 09:07PM ET,OAK,0
SP,Jake Thompson (11057956),Jake Thompson,11057956,P,4500,PHI@SD 08/11/2018 08:40PM ET,PHI,3.97
SP,Jason Vargas (11057947),Jason Vargas,11057947,P,4500,NYM@MIA 08/11/2018 07:10PM ET,NYM,4.54
SP,Adam Conley (11057954),Adam Conley,11057954,P,4500,NYM@MIA 08/11/2018 07:10PM ET,MIA,3.27
RP,Robert Gsellman (11057955),Robert Gsellman,11057955,P,4500,NYM@MIA 08/11/2018 07:10PM ET,NYM,3.44
3B,Mike Moustakas (11057248),Mike Moustakas,11057248,3B,4400,MIL@ATL 08/11/2018 07:10PM ET,MIL,7.68
SP,Tom Koehler (11057963),Tom Koehler,11057963,P,4400,LAD@COL 08/11/2018 08:10PM ET,LAD,0
SP,Mike Wright Jr. (11057965),Mike Wright Jr.,11057965,P,4400,BOS@BAL 08/11/2018 07:05PM ET,BAL,3.64
1B/3B,David Freese (11057256),David Freese,11057256,1B/3B,4400,PIT@SF 08/11/2018 09:05PM ET,PIT,5.30
SP,Jeff Samardzija (11057962),Jeff Samardzija,11057962,P,4400,PIT@SF 08/11/2018 09:05PM ET,SF,5.75
SP,Tyler Beede (11057967),Tyler Beede,11057967,P,4400,PIT@SF 08/11/2018 09:05PM ET,SF,5.22
RP,Deck McGuire (11057964),Deck McGuire,11057964,P,4400,OAK@LAA 08/11/2018 09:07PM ET,LAA,2.68
SP,Paul Blackburn (11057968),Paul Blackburn,11057968,P,4400,OAK@LAA 08/11/2018 09:07PM ET,OAK,6.61
OF,Odubel Herrera (11057241),Odubel Herrera,11057241,OF,4400,PHI@SD 08/11/2018 08:40PM ET,PHI,7.83
RP,Matt Strahm (11057969),Matt Strahm,11057969,P,4400,PHI@SD 08/11/2018 08:40PM ET,SD,5.68
SP,Sixto Sanchez (11057970),Sixto Sanchez,11057970,P,4400,PHI@SD 08/11/2018 08:40PM ET,PHI,0
RP,Rafael Montero (11057966),Rafael Montero,11057966,P,4400,NYM@MIA 08/11/2018 07:10PM ET,NYM,0
OF,Nick Markakis (11057243),Nick Markakis,11057243,OF,4300,MIL@ATL 08/11/2018 07:10PM ET,ATL,8.78
RP,Dan Winkler (11057974),Dan Winkler,11057974,P,4300,MIL@ATL 08/11/2018 07:10PM ET,ATL,3.31
RP,Shawn Morimando (11057975),Shawn Morimando,11057975,P,4300,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
SP,Tim Cooney (11057976),Tim Cooney,11057976,P,4300,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
RP,Andrew Moore (11057979),Andrew Moore,11057979,P,4300,SEA@HOU 08/11/2018 07:10PM ET,SEA,0
OF/SS,Kike Hernandez (11057260),Kike Hernandez,11057260,SS/OF,4300,LAD@COL 08/11/2018 08:10PM ET,LAD,5.46
RP,Dennis Santana (11057977),Dennis Santana,11057977,P,4300,LAD@COL 08/11/2018 08:10PM ET,LAD,2.72
OF,Mark Trumbo (11057244),Mark Trumbo,11057244,OF,4300,BOS@BAL 08/11/2018 07:05PM ET,BAL,7.30
3B,Rafael Devers (11057251),Rafael Devers,11057251,3B,4300,BOS@BAL 08/11/2018 07:05PM ET,BOS,7.34
OF,Justin Upton (11057247),Justin Upton,11057247,OF,4300,OAK@LAA 08/11/2018 09:07PM ET,LAA,8.10
OF,Wil Myers (11057249),Wil Myers,11057249,OF,4300,PHI@SD 08/11/2018 08:40PM ET,SD,8.73
1B,Carlos Santana (11057254),Carlos Santana,11057254,1B,4300,PHI@SD 08/11/2018 08:40PM ET,PHI,7.50
2B,Cesar Hernandez (11057262),Cesar Hernandez,11057262,2B,4300,PHI@SD 08/11/2018 08:40PM ET,PHI,7.62
SP,Bryan Mitchell (11057973),Bryan Mitchell,11057973,P,4300,PHI@SD 08/11/2018 08:40PM ET,SD,1.56
SP,Kyle Lloyd (11057978),Kyle Lloyd,11057978,P,4300,PHI@SD 08/11/2018 08:40PM ET,SD,0
C,J.T. Realmuto (11057250),J.T. Realmuto,11057250,C,4300,NYM@MIA 08/11/2018 07:10PM ET,MIA,8.46
SP,Jeff Locke (11057971),Jeff Locke,11057971,P,4300,NYM@MIA 08/11/2018 07:10PM ET,MIA,0
SP,Wei-Yin Chen (11057972),Wei-Yin Chen,11057972,P,4300,NYM@MIA 08/11/2018 07:10PM ET,MIA,8.56
OF,Lorenzo Cain (11057253),Lorenzo Cain,11057253,OF,4200,MIL@ATL 08/11/2018 07:10PM ET,MIL,8.22
RP,Max Fried (11057985),Max Fried,11057985,P,4200,MIL@ATL 08/11/2018 07:10PM ET,ATL,9.59
1B,Edwin Encarnacion (11057252),Edwin Encarnacion,11057252,1B,4200,CLE@CWS 08/11/2018 07:10PM ET,CLE,8.22
OF,Leonys Martin (11057259),Leonys Martin,11057259,OF,4200,CLE@CWS 08/11/2018 07:10PM ET,CLE,7.48
SP,Lucas Giolito (11057986),Lucas Giolito,11057986,P,4200,CLE@CWS 08/11/2018 07:10PM ET,CWS,7.98
OF,Derek Fisher (11057265),Derek Fisher,11057265,OF,4200,SEA@HOU 08/11/2018 07:10PM ET,HOU,3.82
1B,Tyler White (11057269),Tyler White,11057269,1B,4200,SEA@HOU 08/11/2018 07:10PM ET,HOU,6.44
RP,Brady Rodgers (11057981),Brady Rodgers,11057981,P,4200,SEA@HOU 08/11/2018 07:10PM ET,HOU,0
3B,Justin Turner (11057255),Justin Turner,11057255,3B,4200,LAD@COL 08/11/2018 08:10PM ET,LAD,6.72
2B/3B,Eduardo Nunez (11057272),Eduardo Nunez,11057272,2B/3B,4200,BOS@BAL 08/11/2018 07:05PM ET,BOS,6.28
RP,Ryan Brasier (11057980),Ryan Brasier,11057980,P,4200,BOS@BAL 08/11/2018 07:05PM ET,BOS,3.68
SP,Keegan Akin (11057988),Keegan Akin,11057988,P,4200,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
OF,Harrison Bader (11057270),Harrison Bader,11057270,OF,4200,STL@KC 08/11/2018 07:15PM ET,STL,5.25
SP,Burch Smith (11057982),Burch Smith,11057982,P,4200,STL@KC 08/11/2018 07:15PM ET,KC,3.48
SS,Andrelton Simmons (11057263),Andrelton Simmons,11057263,SS,4200,OAK@LAA 08/11/2018 09:07PM ET,LAA,7.57
OF,Roman Quinn (11057264),Roman Quinn,11057264,OF,4200,PHI@SD 08/11/2018 08:40PM ET,PHI,4.09
OF,Nick Williams (11057268),Nick Williams,11057268,OF,4200,PHI@SD 08/11/2018 08:40PM ET,PHI,5.86
SP,Colin Rea (11057983),Colin Rea,11057983,P,4200,PHI@SD 08/11/2018 08:40PM ET,SD,0
SP,Luis Perdomo (11057984),Luis Perdomo,11057984,P,4200,PHI@SD 08/11/2018 08:40PM ET,SD,4.32
SP,Eric Lauer (11057987),Eric Lauer,11057987,P,4200,PHI@SD 08/11/2018 08:40PM ET,SD,9.61
OF,Derek Dietrich (11057258),Derek Dietrich,11057258,OF,4200,NYM@MIA 08/11/2018 07:10PM ET,MIA,6.77
3B/OF,Brian Anderson (11057266),Brian Anderson,11057266,3B/OF,4200,NYM@MIA 08/11/2018 07:10PM ET,MIA,7.47
2B/OF,Hernan Perez (11057277),Hernan Perez,11057277,2B/OF,4100,MIL@ATL 08/11/2018 07:10PM ET,MIL,4.74
3B/SS,Johan Camargo (11057281),Johan Camargo,11057281,3B/SS,4100,MIL@ATL 08/11/2018 07:10PM ET,ATL,6.98
SP,Dylan Covey (11057991),Dylan Covey,11057991,P,4100,CLE@CWS 08/11/2018 07:10PM ET,CWS,8.89
OF,Denard Span (11057271),Denard Span,11057271,OF,4100,SEA@HOU 08/11/2018 07:10PM ET,SEA,7.28
C,Evan Gattis (11057295),Evan Gattis,11057295,C,4100,SEA@HOU 08/11/2018 07:10PM ET,HOU,6.98
RP,Scott Alexander (11057989),Scott Alexander,11057989,P,4100,LAD@COL 08/11/2018 08:10PM ET,LAD,2.64
SP,Ryan Castellani (11058000),Ryan Castellani,11058000,P,4100,LAD@COL 08/11/2018 08:10PM ET,COL,0
RP,Gabriel Ynoa (11057992),Gabriel Ynoa,11057992,P,4100,BOS@BAL 08/11/2018 07:05PM ET,BAL,0
RP,Jimmy Yacabonis (11057999),Jimmy Yacabonis,11057999,P,4100,BOS@BAL 08/11/2018 07:05PM ET,BAL,4.36
1B,Jose Martinez (11057275),Jose Martinez,11057275,1B,4100,STL@KC 08/11/2018 07:15PM ET,STL,6.92
SP,Jesse Hahn (11057990),Jesse Hahn,11057990,P,4100,STL@KC 08/11/2018 07:15PM ET,KC,0
1B,Brandon Belt (11057274),Brandon Belt,11057274,1B,4100,PIT@SF 08/11/2018 09:05PM ET,SF,7.95
1B,Josh Bell (11057280),Josh Bell,11057280,1B,4100,PIT@SF 08/11/2018 09:05PM ET,PIT,6.72
2B/OF,Adam Frazier (11057283),Adam Frazier,11057283,2B/OF,4100,PIT@SF 08/11/2018 09:05PM ET,PIT,4.82
OF,Kole Calhoun (11057279),Kole Calhoun,11057279,OF,4100,OAK@LAA 08/11/2018 09:07PM ET,LAA,6.66
RP,Noe Ramirez (11057994),Noe Ramirez,11057994,P,4100,OAK@LAA 08/11/2018 09:07PM ET,LAA,3.50
1B,Justin Bour (11057276),Justin Bour,11057276,1B,4100,PHI@SD 08/11/2018 08:40PM ET,PHI,6.69
RP,Adam Morgan (11057993),Adam Morgan,11057993,P,4100,PHI@SD 08/11/2018 08:40PM ET,PHI,1.67
RP,Drew Anderson (11057997),Drew Anderson,11057997,P,4100,PHI@SD 08/11/2018 08:40PM ET,PHI,4.05
RP,Chris O'Grady (11057995),Chris O'Grady,11057995,P,4100,NYM@MIA 08/11/2018 07:10PM ET,MIA,1.89
RP,Elieser Hernandez (11057996),Elieser Hernandez,11057996,P,4100,NYM@MIA 08/11/2018 07:10PM ET,MIA,3.35
SP,Odrisamer Despaigne (11057998),Odrisamer Despaigne,11057998,P,4100,NYM@MIA 08/11/2018 07:10PM ET,MIA,4.29
SP,P.J. Conlon (11058001),P.J. Conlon,11058001,P,4100,NYM@MIA 08/11/2018 07:10PM ET,NYM,1.02
RP,Matt Albers (11058008),Matt Albers,11058008,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,2.28
RP,Joakim Soria (11058013),Joakim Soria,11058013,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,3.28
RP,Peter Moylan (11058014),Peter Moylan,11058014,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,1.30
RP,Jonny Venters (11058021),Jonny Venters,11058021,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,1.85
RP,Jeremy Jeffress (11058030),Jeremy Jeffress,11058030,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,4.10
RP,Darren O'Day (11058032),Darren O'Day,11058032,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,3.4
RP,Sam Freeman (11058060),Sam Freeman,11058060,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,2.00
RP,Chad Bell (11058061),Chad Bell,11058061,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,2.3
RP,Dan Jennings (11058076),Dan Jennings,11058076,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,2.54
RP,Brad Brach (11058080),Brad Brach,11058080,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,2.18
RP,Arodys Vizcaino (11058086),Arodys Vizcaino,11058086,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,3.46
RP,Jose Ramirez (11058109),Jose Ramirez,11058109,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,-1.02
RP,Luke Jackson (11058124),Luke Jackson,11058124,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,4.42
SP,Jesse Biddle (11058127),Jesse Biddle,11058127,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,4.03
RP,Jacob Barnes (11058149),Jacob Barnes,11058149,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,2.63
RP,Jacob Lindgren (11058165),Jacob Lindgren,11058165,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,0
RP,Adam McCreery (11058166),Adam McCreery,11058166,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,-0.15
RP,Josh Hader (11058189),Josh Hader,11058189,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,7.80
RP,A.J. Minter (11058194),A.J. Minter,11058194,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,3.20
RP,Wes Parsons (11058199),Wes Parsons,11058199,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,3.85
SP,Phil Bickford (11058202),Phil Bickford,11058202,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,0
RP,Corey Knebel (11058204),Corey Knebel,11058204,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,3.28
RP,Taylor Williams (11058207),Taylor Williams,11058207,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,2.78
RP,Shane Carle (11058212),Shane Carle,11058212,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,3.22
SP,Marcos Diplan (11058235),Marcos Diplan,11058235,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,0
SP,Kodi Medeiros (11058237),Kodi Medeiros,11058237,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,0
SP,Luis Ortiz (11058239),Luis Ortiz,11058239,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,0
SP,Ricardo Sanchez (11058254),Ricardo Sanchez,11058254,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,0
SP,Cody Ponce (11058258),Cody Ponce,11058258,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,0
SP,Kyle Wright (11058264),Kyle Wright,11058264,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,0
SP,Nathan Kirby (11058268),Nathan Kirby,11058268,P,4000,MIL@ATL 08/11/2018 07:10PM ET,MIL,0
SP,Ian Anderson (11058283),Ian Anderson,11058283,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,0
SP,Joey Wentz (11058288),Joey Wentz,11058288,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,0
SP,Bryse Wilson (11058290),Bryse Wilson,11058290,P,4000,MIL@ATL 08/11/2018 07:10PM ET,ATL,0
1B,Yonder Alonso (11057288),Yonder Alonso,11057288,1B,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,7.22
1B,Jose Abreu (11057289),Jose Abreu,11057289,1B,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,8.07
RP,Oliver Perez (11058004),Oliver Perez,11058004,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,2.45
RP,Xavier Cedeno (11058023),Xavier Cedeno,11058023,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,2.55
RP,Andrew Miller (11058029),Andrew Miller,11058029,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,3.33
RP,Jeanmar Gomez (11058046),Jeanmar Gomez,11058046,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0.62
RP,Dan Otero (11058048),Dan Otero,11058048,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,2.01
RP,Nate Jones (11058050),Nate Jones,11058050,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,3.01
RP,Neil Ramirez (11058054),Neil Ramirez,11058054,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,2.45
RP,Brad Hand (11058067),Brad Hand,11058067,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,4.25
RP,Robbie Ross Jr. (11058068),Robbie Ross Jr.,11058068,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0
RP,Danny Farquhar (11058079),Danny Farquhar,11058079,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,3.3
RP,Luis Avilan (11058088),Luis Avilan,11058088,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,2.08
RP,Adam Wilk (11058098),Adam Wilk,11058098,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
RP,Juan Minaya (11058108),Juan Minaya,11058108,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,2.6
RP,Lisalverto Bonilla (11058116),Lisalverto Bonilla,11058116,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
RP,Perci Garner (11058129),Perci Garner,11058129,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
RP,Cody Allen (11058133),Cody Allen,11058133,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,3.02
SP,Cody Anderson (11058134),Cody Anderson,11058134,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
RP,Thyago Vieira (11058153),Thyago Vieira,11058153,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0.74
RP,Jace Fry (11058162),Jace Fry,11058162,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,2.94
RP,Ryan Merritt (11058163),Ryan Merritt,11058163,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
RP,Nick Goody (11058167),Nick Goody,11058167,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,1.64
RP,James Hoyt (11058195),James Hoyt,11058195,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,-0.45
SP,Ian Clarkin (11058203),Ian Clarkin,11058203,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0
RP,Tyler Danish (11058205),Tyler Danish,11058205,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,2.1
RP,Adam Cimber (11058211),Adam Cimber,11058211,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,3.14
SP,A.J. Puckett (11058226),A.J. Puckett,11058226,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0
SP,Dane Dunning (11058229),Dane Dunning,11058229,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0
SP,Brady Aiken (11058236),Brady Aiken,11058236,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
SP,Spencer Adams (11058240),Spencer Adams,11058240,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0
SP,Dylan Cease (11058242),Dylan Cease,11058242,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CWS,0
SP,Aaron Civale (11058265),Aaron Civale,11058265,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
SP,Triston McKenzie (11058269),Triston McKenzie,11058269,P,4000,CLE@CWS 08/11/2018 07:10PM ET,CLE,0
OF,Nelson Cruz (11057285),Nelson Cruz,11057285,OF,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,8.79
SS,Jean Segura (11057318),Jean Segura,11057318,SS,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,8.60
RP,Zach Duke (11058009),Zach Duke,11058009,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,1.97
RP,Tony Sipp (11058022),Tony Sipp,11058022,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,3.09
RP,Joe Smith (11058036),Joe Smith,11058036,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,2.94
RP,Will Harris (11058039),Will Harris,11058039,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,2.92
RP,Hector Rondon (11058045),Hector Rondon,11058045,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,3.65
RP,Ryan Pressly (11058055),Ryan Pressly,11058055,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,3.40
RP,Justin Grimm (11058057),Justin Grimm,11058057,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,-0.51
RP,Juan Nicasio (11058065),Juan Nicasio,11058065,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,2.45
RP,Nick Vincent (11058072),Nick Vincent,11058072,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,2.35
RP,David Phelps (11058077),David Phelps,11058077,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,0
RP,Alex Colome (11058089),Alex Colome,11058089,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,2.95
RP,Adam Warren (11058096),Adam Warren,11058096,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,3.84
RP,James Pazos (11058107),James Pazos,11058107,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,2.44
RP,Sam Tuivailala (11058128),Sam Tuivailala,11058128,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,2.73
RP,Christian Bergman (11058140),Christian Bergman,11058140,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,9.75
RP,Jandel Gustave (11058146),Jandel Gustave,11058146,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,0
RP,Tony Zych (11058148),Tony Zych,11058148,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,0
RP,Roberto Osuna (11058151),Roberto Osuna,11058151,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,2.76
RP,Chris Devenski (11058170),Chris Devenski,11058170,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,2.8
RP,Roenis Elias (11058176),Roenis Elias,11058176,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,5.00
RP,Edwin Diaz (11058184),Edwin Diaz,11058184,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,4.65
RP,Nick Rumbelow (11058198),Nick Rumbelow,11058198,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,1.31
RP,Francis Martes (11058200),Francis Martes,11058200,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,0
RP,Dan Altavilla (11058233),Dan Altavilla,11058233,P,4000,SEA@HOU 08/11/2018 07:10PM ET,SEA,3.44
SP,J.B. Bukauskas (11058247),J.B. Bukauskas,11058247,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,0
SP,Franklin Perez (11058262),Franklin Perez,11058262,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,0
RP,Cionel Perez (11058295),Cionel Perez,11058295,P,4000,SEA@HOU 08/11/2018 07:10PM ET,HOU,2.94
OF,Matt Kemp (11057286),Matt Kemp,11057286,OF,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,6.89
RP,Jake McGee (11058016),Jake McGee,11058016,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,1.78
RP,Wade Davis (11058019),Wade Davis,11058019,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,2.38
RP,Mike Dunn (11058024),Mike Dunn,11058024,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,0.17
RP,Kenley Jansen (11058026),Kenley Jansen,11058026,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,3.70
RP,Seunghwan Oh (11058027),Seunghwan Oh,11058027,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,3.42
RP,Adam Ottavino (11058033),Adam Ottavino,11058033,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,4.78
RP,John Axford (11058047),John Axford,11058047,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,2.81
RP,Josh Fields (11058053),Josh Fields,11058053,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,2.81
RP,Pedro Baez (11058059),Pedro Baez,11058059,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,3.12
RP,Daniel Hudson (11058071),Daniel Hudson,11058071,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,3.12
RP,Chris Rusin (11058073),Chris Rusin,11058073,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,1.68
RP,Rayan Gonzalez (11058081),Rayan Gonzalez,11058081,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,0
RP,Bryan Shaw (11058085),Bryan Shaw,11058085,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,1.81
RP,Dylan Floro (11058102),Dylan Floro,11058102,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,4.01
RP,Zac Rosscup (11058104),Zac Rosscup,11058104,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,0.68
RP,Yimi Garcia (11058115),Yimi Garcia,11058115,P,4000,LAD@COL 08/11/2018 08:10PM ET,LAD,1.94
RP,Scott Oberg (11058117),Scott Oberg,11058117,P,4000,LAD@COL 08/11/2018 08:10PM ET,COL,3.24
